RUN_ID,d_wheel,A_front,HM_VA,AWD,iAG,m_curb,Wheelbase,h_s,weight_dist,MainAxle_TorqueSplit_int,Hybrid_ICE_priority,VM,EV,Hy,i_GET_EV,i_ges_P4,mode,use_cus_val,Gear_Ratio,No_Gears,shiftDelay,P0,P2,P3,P4,P4_DM,n_ICE_idle,n_ICE_max,tq_ICE_idle,tq_ICE_max,Pwr_ICE_max_kW,tq_P0_max,Pwr_P0_max_kW,n_P0_max,Pwr_P0_nmax_red_perc,tq_P2_max,Pwr_P2_max_kW,n_P2_max,Pwr_P2_nmax_red_perc,tq_P3_max,Pwr_P3_max_kW,n_P3_max,Pwr_P3_nmax_red_perc,tq_P4_max,Pwr_P4_max_kW,n_P4_max,Pwr_P4_nmax_red_perc,Cell_Cap_Ah,Cell_V_nom,Cell_R_inner,Cell_V_min,Cell_V_max,Cell_I_max_chg,Cell_I_max_dis,SOC_Vector,Cell_OCV_Vector,n_s,n_p,facSocInit,SOC_Recup_Limit,SOC_Bat_Discharge_Limit,
184,0.61,2.30776,1,1,3.8,2335,2.91,0.4,1,0.5,1,0,0,1,0,3.8,performance,1,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.05,0,1,0,1,0,750,6500,64,320,150,0,0,0,0,264,80,10000,0.04,0,0,0,0,232,50,15000,0.04,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,5
224,0.62,2.543688,1,1,3.8,1772,2.779,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[4.71, 3.14, 2.11, 1.67, 1.28, 1.0, 0.84, 0.67]",8,0.05,1,0,0,0,0,750,6500,145,725,607,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,2.5
227,0.62,2.578914,1,1,3.8,2735,3.022,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[5.25, 3.36, 2.17, 1.72, 1.32, 1.0, 0.82, 0.64]",8,0.05,1,0,0,0,0,750,6500,150,750,467,55,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,4
235,0.62,2.553018,1,1,3.8,2759,3.197,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[5.25, 3.36, 2.17, 1.72, 1.32, 1.0, 0.82, 0.64]",8,0.05,1,0,0,0,0,750,6500,150,750,452,200,22,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,4.6
243,0.62,2.54969,1,1,3.8,2580,2.997,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[5.25, 3.36, 2.17, 1.72, 1.32, 1.0, 0.82, 0.64]",8,0.05,1,0,0,0,0,750,6500,150,750,390,200,22,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,4.5
244,0.62,2.56752,1,1,3.8,2560,2.998,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[5.25, 3.36, 2.17, 1.72, 1.32, 1.0, 0.82, 0.64]",8,0.05,1,0,0,0,0,750,6500,150,750,467,200,22,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,3.9
265,0.65,2.828378,0,0,4,1985,2.87,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[2.35, 1.52, 1.1, 0.86, 0.68, 0.39]",6,0.05,1,0,0,0,0,750,7000,70,350,220,300,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,5
304,0.65,2.705352,0,0,4,1498,2.64,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.61, 2.47, 1.8, 1.41, 1.15, 0.96, 0.8, 0.65]",8,0.05,0,1,0,0,0,750,7000,117,585,445,0,0,0,0,225,80,10000,0.04,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,3
305,0.65,2.705352,0,0,4,1480,2.67,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.05,1,0,0,0,0,750,6500,144,720,542,260,132,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,2.8
306,0.65,2.91129,1,0,4,1489,2.655,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.05,1,0,0,0,0,750,6500,130.5,652.5,493.5,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,2.9
307,0.65,2.91129,1,1,3.8,2000,2.875,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[5.35, 3.24, 2.25, 1.64, 1.21, 1.0, 0.86, 0.72, 0.6]",9,0.05,1,0,0,0,0,750,7000,112,560,330,200,17,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,4.2
312,0.68,3.14119,1,1,3.8,2110,2.875,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.05,1,0,0,0,0,750,7000,112,560,330,200,17,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,4.4
317,0.68,3.365151,1,1,3.8,1970,2.873,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[5.35, 3.24, 2.25, 1.64, 1.21, 1.0, 0.86, 0.72, 0.6]",9,0.05,1,0,0,0,0,750,7000,104,520,320,250,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,4.4
318,0.68,3.365151,1,1,3.8,1970,2.873,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.05,1,0,0,0,0,750,7000,104,520,320,250,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,4.4
319,0.68,3.444471,1,1,3.8,2055,2.873,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.05,1,0,0,0,0,750,7000,104,520,320,250,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,4.5
320,0.68,3.426288,1,1,3.8,2055,2.873,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.05,1,0,0,0,0,750,7000,104,520,320,250,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,4.6
321,0.62,2.515188,1,1,3.8,1945,2.939,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[5.35, 3.24, 2.25, 1.64, 1.21, 1.0, 0.86, 0.72, 0.6]",9,0.05,1,0,0,0,0,750,7000,104,520,320,250,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,4.5
322,0.62,2.520998,1,1,3.8,1950,2.939,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[5.35, 3.24, 2.25, 1.64, 1.21, 1.0, 0.86, 0.72, 0.6]",9,0.05,1,0,0,0,0,750,7000,104,520,320,250,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,4.5
324,0.62,2.613612,1,1,3.8,2025,2.939,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[5.35, 3.24, 2.25, 1.64, 1.21, 1.0, 0.86, 0.72, 0.6]",9,0.05,1,0,0,0,0,750,7000,104,520,320,250,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,4.6
328,0.62,2.379636,1,1,3.8,1960,2.961,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[5.35, 3.24, 2.25, 1.64, 1.21, 1.0, 0.86, 0.72, 0.6]",9,0.05,1,0,0,0,0,750,7000,100,500,280,205,17,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,4.5
329,0.62,2.490384,1,1,3.8,2055,2.961,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[5.35, 3.24, 2.25, 1.64, 1.21, 1.0, 0.86, 0.72, 0.6]",9,0.05,1,0,0,0,0,750,7000,100,500,280,205,17,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,4.7
331,0.62,2.490384,1,1,3.8,2045,2.961,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[5.35, 3.24, 2.25, 1.64, 1.21, 1.0, 0.86, 0.72, 0.6]",9,0.05,1,0,0,0,0,750,7000,100,500,280,205,17,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,4.7
332,0.62,2.501436,1,1,3.8,2640,2.89,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.05,1,0,0,0,0,750,6500,170,850,430,200,15,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,4.4
336,0.62,2.490384,1,1,3.8,1975,2.888,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.05,1,0,0,0,0,750,6500,100,500,310,55,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,4.5
337,0.62,2.501436,1,1,3.8,1995,2.888,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.05,1,0,0,0,0,750,6500,100,500,310,55,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,4.5
342,0.62,2.539333,1,1,3.8,2415,2.995,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.05,1,0,0,0,0,750,6500,150,750,420,250,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,4
343,0.62,2.579508,1,1,3.8,2420,2.995,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.05,1,0,0,0,0,750,6500,170,850,450,250,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,3.8
345,0.62,2.579508,1,1,3.8,2700,3.135,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.05,1,0,0,0,0,750,6500,170,850,450,250,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,4.2
348,0.62,2.573096,1,1,3.8,2310,3.396,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[5.35, 3.24, 2.25, 1.64, 1.21, 1.0, 0.86, 7.17, 0.6]",9,0.05,1,0,0,0,0,750,6500,140,700,370,55,15,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,4.8
351,0.62,2.347488,1,1,3.8,2595,3.216,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[5.35, 3.24, 2.25, 1.64, 1.21, 1.0, 0.87, 0.72, 0.6]",9,0.05,1,0,0,0,0,750,6500,180,900,270,320,140,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,3.3
352,0.62,2.367915,0,0,4,1810,2.7,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.05,1,0,0,0,0,750,6500,96,480,270,150,10,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,4.7
357,0.62,2.35092,1,1,3.8,1985,2.939,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[5.35, 3.24, 2.25, 1.64, 1.21, 1.0, 0.86, 0.72, 0.6]",9,0.05,1,0,0,0,0,750,7000,104,520,320,250,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,4.5
359,0.62,2.366364,1,1,3.8,1940,2.939,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[5.35, 3.24, 2.25, 1.64, 1.21, 1.0, 0.86, 0.72, 0.6]",9,0.05,1,0,0,0,0,750,7000,100,500,270,250,16,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,4.8
413,0.62,2.605702,1,1,3.8,2343,2.742,0.4,1,0.5,1,0,0,1,0,3.8,performance,1,"[5.25, 3.03, 1.95, 1.46, 1.22, 1.0, 0.81, 0.67]",8,0.05,0,0,0,0,1,750,6500,87,435,227,0,0,0,0,0,0,0,0,0,0,0,0,166,80,15000,0.04,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,4.2
414,0.62,2.605702,1,1,3.8,2245,2.95,0.4,1,0.5,1,0,0,1,0,3.8,performance,1,"[5.25, 3.36, 2.17, 1.72, 1.32, 1.0, 0.82, 0.64]",8,0.05,0,1,0,1,0,750,7000,90,450,243,0,0,0,0,400,100,10000,0.04,0,0,0,0,166,50,15000,0.04,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,4.6
415,0.62,2.605702,1,1,3.8,2265,2.95,0.4,1,0.5,1,0,0,1,0,3.8,performance,1,"[5.25, 3.36, 2.17, 1.72, 1.32, 1.0, 0.82, 0.64]",8,0.05,0,1,0,1,0,750,7000,90,450,243,0,0,0,0,400,100,10000,0.04,0,0,0,0,166,50,15000,0.04,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,4.6
416,0.62,2.605702,1,1,3.8,1750,2.73,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.91, 2.29, 1.58, 1.19, 0.97, 0.83, 0.67]",7,0.05,0,1,0,0,0,750,6500,108,540,447,0,0,0,0,210,95,10000,0.04,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,2.6
548,0.62,2.515532,1,1,3.8,2335,2.91,0.4,1,0.5,1,0,0,1,0,3.8,performance,1,"[4.71, 2.84, 1.91, 1.38, 1.0, 0.81, 0.7, 0.58, 0.48]",9,0.05,0,1,0,1,0,750,6500,64,320,150,0,0,0,0,264,80,10000,0.04,0,0,0,0,232,50,15000,0.04,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,2.8
549,0.62,2.580552,1,0,4,1737,2.73,0.4,1,0.5,1,0,0,1,0,0,performance,1,"[3.5, 2.09, 1.43, 0.93, 0.97, 0.78, 0.65]",7,0.05,1,0,0,0,0,750,6500,50,250,118,55,12,18000,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.7,0.023,2.5,4.2,4.8,15,"[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0]","[2.8, 3.3, 3.45, 3.52, 3.60, 3.68, 3.75, 3.85, 3.95, 4.1, 4.2]",96,46,0.95,0.95,0.1,5
